Taxpayer Number	Taxpayer Name	Taxpayer Address	Taxpayer City	Taxpayer State	Taxpayer Zip	Taxpayer County	Location Number	Location Name	Location Address	Location City	Location State	Location Zip	Location County	Inside/Outside City Limits	TABC Permit Number	Responsibility Begin Date	Responsibility End Date	Obligation End Date	Liquor Receipts	Wine Receipts	Beer Receipts	Cover Charge Receipts	Total Receipts
17606555732	ROYAL OAKS HOUSTON BEVERAGE LLC	2910 ROYAL OAKS CLUB DR ATTN: CLUB A/P	HOUSTON	TX	77082	101	1	ROYAL OAKS COUNTRY CLUB	2910 ROYAL OAKS CLUB DR	HOUSTON	TX	77082	101	Y	MB480528	9/25/2000		8/31/2019	26953	29969	7616	0	64538
17519330587	CHILI'S BEVERAGE COMPANY, INC.	3000 OLYMPUS BLVD C/O TAX DEPARTMENT	COPPELL	TX	75019	57	225	CHILIS #1106 HOUSTON	2110 HIGHWAY 6 S	HOUSTON	TX	77077	101	Y	MB509925	7/1/2005		6/30/2019	14455	824	4517	0	19796
32052171488	B & R BUTCHERS, LTD.	1244 N POST OAK RD STE 100	HOUSTON	TX	77055	101	1	B & B BUTCHERS	1814 WASHINGTON AVE	HOUSTON	TX	77007	101	Y	MB904357	4/9/2015		7/31/2019	87406	173591	9674	0	270671
32068696031	JOSE REYES & SONS, INC.	13410 SAND MOUNTAIN LN	HOUSTON	TX	77044	101	1	MANUEL'S MEXICAN RESTUARANT	13083 W LAKE HOUSTON PKWY	HOUSTON	TX	77044	101	Y	MB549969	1/8/2019		8/31/2019	7360	169	3150	0	10679
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	3/31/2019	150112	2117	29539	0	181768
32039541860	GREEN GINGER INC.	1574 W GRAY ST	HOUSTON	TX	77019	101	2	CAFE GINGER	1574 W GRAY ST	HOUSTON	TX	77019	101	Y	MB734102	4/19/2018		6/30/2019	9534	18251	760	0	28545
32058380380	ALESH CORPORATION	6802 REGAL LAKES DR	KATY	TX	77493	101	1	CENTENARIO POOL & BAR	9890 SOUTHWEST FWY	HOUSTON	TX	77074	101	Y	MB939774	4/4/2016	2/8/2021	11/30/2019	2257	0	6884	0	9141
32010688474	MARIANA LEMESOFF	1603 NORTHWOOD ST	HOUSTON	TX	77009	101	2	AVANT GARDEN	411 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB474749	6/29/2000		8/31/2019	21170	2990	9142	0	33302
32056935284	NORBERTO GARZA	6648 AVENUE O	HOUSTON	TX	77011	101	1	THE KICKBACK SPORTS BAR	4401 HARRISBURG BLVD # B	HOUSTON	TX	77011	101	Y	MB911039	6/12/2015		1/31/2019	0	0	0	0	0
15623303383	ROMERO'S LAS BRAZAS, INC.	15703 LONGENBAUGH DR STE A	HOUSTON	TX	77095	101	2	ROMERO'S LAS BRAZAS MEXICAN KITCHEN	15703 LONGENBAUGH DR STE A	HOUSTON	TX	77095	101	Y	MB537036	11/1/2010		2/28/2019	34025	2759	7861	0	44645
32040733837	LARSUNNY LLC	902 CAPITOL ST	HOUSTON	TX	77002	101	1	SUNNY'S	902 CAPITOL ST	HOUSTON	TX	77002	101	Y	MB748920	5/25/2010		10/31/2019	16273	3013	40983	0	60269
32066322630	LIN & CHEN 138 LLC	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	1	JUICY CRAB	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	Y	MB106105959	2/20/2019		3/31/2019	0	0	0	0	0
32069879081	SOHO CHICKEN, LLC	9393 BELLAIRE BLVD STE A3	HOUSTON	TX	77036	101	1	SOHO CHICKEN	9393 BELLAIRE BLVD STE A3	HOUSTON	TX	77036	101	Y	MB200121165	5/28/2024		10/31/2019	277	0	1086	1613	2976
14709175971	NEW GOLDEN SEA, INC.	4151 SOUTHWEST FWY STE 620	HOUSTON	TX	77027	101	1	GOLDEN SEAFOOD HOUSE	2407 AIRLINE DR	HOUSTON	TX	77009	101	Y	MB661560	6/1/2007		8/31/2019	0	0	40881	0	40881
17601930666	PAPPAS RESTAURANTS, INC.	13939 NORTHWEST FWY	HOUSTON	TX	77040	101	51	PAPPAS BURGER	5815 WESTHEIMER RD	HOUSTON	TX	77057	101	Y	MB502140	10/9/2001		8/31/2019	3075	2502	7039	0	12616
12633325910	TACO DE ORO MEXICAN RESTAURANT INC	9740 BARKER CYPRESS RD STE 105	CYPRESS	TX	77433	101	2	TACO DE ORO MEXICAN RESTAURANT #2	16506 FM 529 RD STE 101	HOUSTON	TX	77095	101	Y	MB945022	5/24/2016		10/31/2019	0	0	0	0	0
32066322630	LIN & CHEN 138 LLC	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	1	JUICY CRAB	17278 STATE HIGHWAY 249	HOUSTON	TX	77064	101	Y	MB106105959	2/20/2019		9/30/2019	30683	1389	5255	0	37327
32043640120	LUCILLE B. SMITH'S FINE FOODS, LLC	5512 LA BRANCH ST	HOUSTON	TX	77004	101	1	LUCILLE'S	5512 LA BRANCH ST	HOUSTON	TX	77004	101	Y	MB810737	6/15/2012		7/31/2019	15307	11020	1456	0	27783
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	2/28/2019	125297	965	26930	0	153192
32052536870	SCLV HOUSTON BEVERAGE LLC	1300 LAMAR ST	HOUSTON	TX	77010	101	1	FOUR SEASON HOTEL HOUSTON	1300 LAMAR ST	HOUSTON	TX	77010	101	Y	MB867638	3/27/2014		8/31/2019	140102	67169	25028	0	232299
32038588961	ACE & ME CORPORATION	9504 LONG POINT RD STE A	HOUSTON	TX	77055	101	2	TREE	9504 LONG POINT RD STE A	HOUSTON	TX	77055	101	Y	MB776173	6/1/2011		10/31/2019	7331	0	618	0	7949
32059009046	EL CABALLO BLANCO RESTAURANT, LLC	6028 S GESSNER RD	HOUSTON	TX	77036	101	1	EL CABALLO BLANCO RESTAURANT	6028 S GESSNER RD	HOUSTON	TX	77036	101	Y	MB990322	8/4/2017		10/31/2019	3122	308	18592	0	22022
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	7/31/2019	21118	191	16936	0	38245
13000370430	1859-BEVERAGE COMPANY	PO BOX 59	GALVESTON	TX	77553	84	6	DOUBLETREE BY HILTON HOUSTON HOBBY AIRPORT	8181 AIRPORT BLVD	HOUSTON	TX	77061	101	Y	MB520304	8/19/2002		8/31/2019	12281	6340	7875	0	26496
17606803124	LE MISTRAL, LTD.	PO BOX 550791	HOUSTON	TX	77255	101	1	LE MISTRAL LTD	1400 ELDRIDGE PKWY	HOUSTON	TX	77077	101	Y	MB506633	12/17/2001	12/31/2019	9/30/2019	6305	27804	1181	0	35290
32052171488	B & R BUTCHERS, LTD.	1244 N POST OAK RD STE 100	HOUSTON	TX	77055	101	1	B & B BUTCHERS	1814 WASHINGTON AVE	HOUSTON	TX	77007	101	Y	MB904357	4/9/2015		2/28/2019	105053	213222	11246	0	329521
17521332019	OLIVE GARDEN OF TEXAS, LLC	PO BOX 695011	ORLANDO	FL	32869	0	106	OLIVE GARDEN OF TEXAS #4477	15770 NORTH FWY	HOUSTON	TX	77090	101	Y	MB860311	12/30/2013		8/31/2019	12085	7049	3157	0	22291
12019039101	MARY'Z MEDITERRANEAN CUISINE, INC.	5825 RICHMOND AVE	HOUSTON	TX	77057	101	1	MARY'Z MEDITERRANEAN CUISINE, INC.	5825 RICHMOND AVE	HOUSTON	TX	77057	101	Y	MB712106	1/12/2009		10/31/2019	12422	8118	3824	0	24364
32065565031	SOUTH SIDE WESTHEIMER RESTAURANT GROUP, L.L.C.	715 E 13TH ST	HOUSTON	TX	77008	101	1	UB PRESERV	1609 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB1009255	3/8/2018	6/30/2022	3/31/2019	26050	29016	3070	0	58136
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	4/30/2019	102822	627	19985	0	123434
32038555739	VALENCIA ORANGES IV, LLC	4400 POST OAK PKWY STE 1640	HOUSTON	TX	77027	101	3	VALENCIA ORANGES IV, LLC	800 TOWN AND COUNTRY BLVD STE 139	HOUSTON	TX	77024	101	Y	MB790378	11/17/2011	3/20/2020	11/30/2019	4562	1338	433	0	6333
32065565031	SOUTH SIDE WESTHEIMER RESTAURANT GROUP, L.L.C.	715 E 13TH ST	HOUSTON	TX	77008	101	1	UB PRESERV	1609 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB1009255	3/8/2018	6/30/2022	1/31/2019	22754	24802	2286	0	49842
17412937876	CHAMPIONS GOLF CLUB, INC.	13722 CHAMPIONS DR	HOUSTON	TX	77069	101	1	CHAMPION GOLF CLUB, INC.	13722 CHAMPIONS DR	HOUSTON	TX	77069	101	N	MB239975	12/1/1993		8/31/2019	18790	13239	10676	0	42705
32062576528	MPLANT CORPORATION	3114 WATERS VIEW DR	SUGAR LAND	TX	77478	79	1	SUNRISE BAR & GRILL	8330 W BELLFORT ST STE C	HOUSTON	TX	77071	101	Y	MB983476	5/25/2017	5/28/2019	2/28/2019	0	0	0	0	0
17602974523	COMA BIEN, INC.	12822 WILLOW CENTRE DR STE A	HOUSTON	TX	77066	101	2	TAQUERIA ARANDAS #4	1840 WIRT RD	HOUSTON	TX	77055	101	Y	MB869947	4/21/2014		6/30/2019	2672	0	9405	0	12077
12604652490	IGUANA JOE'S BW8, INC.	9118 N HIGHWAY 146	BAYTOWN	TX	77523	36	1	IGUANA JOE'S MEXICAN RESTAURANT	5710 E SAM HOUSTON PKWY N	HOUSTON	TX	77015	101	Y	MB679831	12/28/2007		10/31/2019	33923	293	13738	0	47954
32064970695	NEPTUNE CONTRACTORS, LLC	9211 HOUSE LAKE DR	MISSOURI CITY	TX	77459	79	1	SWAGGER 2	9880 BUFFALO SPEEDWAY	HOUSTON	TX	77025	101	Y	MB105704524	4/9/2019		12/31/2019	88138	3243	15081	0	106462
32056468773	STEAK 48 RIVER OAKS, LLC	7345 E ACOMA DR STE 101	SCOTTSDALE	AZ	85260	0	1	STEAK 48	4444 WESTHEIMER RD STE A01	HOUSTON	TX	77027	101	Y	MB934924	2/11/2016		4/30/2019	182046	282584	8331	0	472961
32015970729	MEMPHIS BAR & GRILL, INC.	2413 RALPH ST UNIT 1	HOUSTON	TX	77006	101	1	BOONDOCKS	1417 WESTHEIMER RD	HOUSTON	TX	77006	101	Y	MB662903	6/14/2007		10/31/2019	38656	0	8743	0	47399
32041065668	WILLOWBROOK LODGING GROUP LLC	22790 HIGHWAY 59 N	KINGWOOD	TX	77339	170	1	LAQUINTA INN & SUITES	8383 CYPRESS CREEK PKWY	HOUSTON	TX	77070	101	Y	MB826490	12/10/2012		2/28/2019	1269	301	712	0	2282
32069879081	SOHO CHICKEN, LLC	9393 BELLAIRE BLVD STE A3	HOUSTON	TX	77036	101	1	SOHO CHICKEN	9393 BELLAIRE BLVD STE A3	HOUSTON	TX	77036	101	Y	MB200121165	5/28/2024		12/31/2019	289	0	1043	2085	3417
17417148636	THE JOE LEE THOMAS COMPANY, INC.	1925 MILAM ST	HOUSTON	TX	77002	101	2	LONE STAR SALOON	1900 TRAVIS ST	HOUSTON	TX	77002	101	Y	MB070012	12/1/1993		1/31/2019	6322	102	7125	0	13549
32054441475	CARMIKE CONCESSIONS II, LLC	11500 ASH ST	LEAWOOD	KS	66211	0	2	AMC YORKTOWN 15	15900 YORKTOWN CROSSING PKWY	HOUSTON	TX	77084	101	Y	MB1000558	11/21/2017	1/21/2020	4/30/2019	2889	337	1480	0	4706
17526981786	LONE STAR FONDUE CONCEPTS, INC.	1404 WOODMONT BLVD	NASHVILLE	TN	37215	0	1	THE MELTING POT RESTAURANT	6100 WESTHEIMER RD STE 146	HOUSTON	TX	77057	101	Y	MB417651	9/26/1997		1/31/2019	17056	13858	1974	0	32888
32056502837	JESUS VILLALPANDO	10020 JENSEN DR	HOUSTON	TX	77093	101	1	MAXIS SEAFOOD & OYSTER BAR	12106 EASTEX FWY	HOUSTON	TX	77039	101	N	MB909047	5/27/2015		8/31/2019	3220	35	8957	0	12212
32051543133	ROCKET FARM RESTAURANTS, LLC	1175 CHATTAHOOCHEE AVE NW	ATLANTA	GA	30318	0	2	STATE OF GRACE	3256 WESTHEIMER RD	HOUSTON	TX	77098	101	Y	MB877330	8/1/2015		8/31/2019	62918	108095	4991	0	176004
32065327820	TEX MEX GRILL & BAR LLC	12620 FM 1960 RD W STE A1	HOUSTON	TX	77065	101	1	TEX MEX GRILL & BAR	17117 FM 529 RD	HOUSTON	TX	77095	101	Y	MB1023749	7/21/2020	7/31/2020	12/31/2019	800	0	1340	0	2140
32038550839	SHRI BUSINESS, LLC	10555 PEARLAND PKWY STE G	HOUSTON	TX	77089	101	1	2-A-DAYS	10555 PEARLAND PKWY STE G	HOUSTON	TX	77089	101	Y	MB721256	5/6/2009		10/31/2019	52658	409	59337	0	112404
32056468880	REGAL LICENSING, LLC	7132 REGAL LN	KNOXVILLE	TN	37918	0	4	HOUSTON MARQ*E 23	7600 KATY FWY	HOUSTON	TX	77024	101	Y	MB995801	9/29/2017		8/31/2019	3985	2591	11370	0	17946
32055693728	2307 LOUNGE, LLC	4310 WESTHEIMER RD STE 150	HOUSTON	TX	77027	101	1	2307 LOUNGE	2303 MID LN	HOUSTON	TX	77027	101	Y	MB919449	9/3/2015		10/31/2019	5444	2339	1509	0	9292
32018393465	MARIA SANTOS CHAVEZ	3240 FONDREN RD	HOUSTON	TX	77063	101	1	MILA'S TAQUERIA MEXICO	3240 FONDREN RD	HOUSTON	TX	77063	101	Y	MB620023	2/14/2006		6/30/2019	781	0	691	0	1472
32063084811	WLC GROUP LLC	3206 PATRICIA LN	PEARLAND	TX	77581	20	1	HIGH & DRY	306 MAIN ST STE 200	HOUSTON	TX	77002	101	Y	MB989611	7/27/2017	7/1/2023	7/31/2019	53894	1903	6065	0	61862
32067495682	BISHOP WILLOWBROOK PARK LESSEE LLC	9 W 57TH ST FL 43	NEW YORK	NY	10019	0	1	EMBARK AT WILLOWBROOK PARK	7575 WILLOW CHASE BLVD	HOUSTON	TX	77070	101	Y	MB105966035	12/14/2018	12/14/2022	7/31/2019	0	0	0	0	0
32055658705	WE RUN HOU, LLC	1703 SILVER ST	HOUSTON	TX	77007	101	1	ENGINE ROOM	1515 PEASE ST STE 101	HOUSTON	TX	77002	101	Y	MB901299	3/17/2015	3/16/2021	10/31/2019	0	0	0	0	0
32058505416	S KARAOKE, INC.	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	1	S KARAOKE	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	Y	MB945400	5/26/2016	11/30/2022	8/31/2019	960	0	174	0	1134
32048633252	GSM WINGS III, LLC	12660 S KIRKWOOD RD	STAFFORD	TX	77477	79	6	BREWINGZ	13516 EAST FWY	HOUSTON	TX	77015	101	Y	MB842365	6/5/2013		8/31/2019	4503	14	11934	0	16451
32068274490	SANMIGUELBEVERAGES, LLC	17030 GLENEVISS DR	HOUSTON	TX	77084	101	1	DAHLIA	2901 FANNIN ST	HOUSTON	TX	77002	101	Y	MB1056866	6/11/2019	11/24/2020	12/31/2019	0	0	0	0	0
32018393465	MARIA SANTOS CHAVEZ	3240 FONDREN RD	HOUSTON	TX	77063	101	1	MILA'S TAQUERIA MEXICO	3240 FONDREN RD	HOUSTON	TX	77063	101	Y	MB620023	2/14/2006		5/31/2019	527	0	578	0	1105
32057636550	HRIL LONESTAR BEVERAGE, LLC	3000 NORTH LOOP W	HOUSTON	TX	77092	101	1	TUXEDO'S/CIMARRON	3000 NORTH LOOP W	HOUSTON	TX	77092	101	Y	MB933133	1/27/2016		10/31/2019	25090	9421	13417	0	47928
32055936457	CAFI TOULOUSE RIVER OAKS DISTRICT, LP	3100 MONTICELLO AVE STE 325	DALLAS	TX	75205	57	1	CAFE TOULOUSE	4444 WESTHEIMER RD STE E100	HOUSTON	TX	77027	101	Y	MB909269	5/29/2015		4/30/2019	92205	152032	6806	0	251043
12639540520	RESERVOIR INC	9950 WESTPARK DR STE 415	HOUSTON	TX	77063	101	1	REBELS HONKY TONK	5002 WASHINGTON AVE	HOUSTON	TX	77007	101	Y	MB718443	3/31/2009	6/24/2019	3/31/2019	22860	2507	21095	0	46462
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	3/31/2019	22699	286	23119	0	46104
32030945532	HSIANG E ENTERPRISE, LLC	6315 HIGHWAY 36 S	ROSENBERG	TX	77471	79	1	SASAKI JAPANESE RESTAURANT	8979 WESTHEIMER RD	HOUSTON	TX	77063	101	Y	MB687159	3/18/2008	7/20/2022	11/30/2019	650	875	366	0	1891
17606246944	ARANA, LLC	13719 NAOMI HOLLOW LN	HOUSTON	TX	77082	101	1	INDIA'S RESTAURANT	5704 RICHMOND AVE	HOUSTON	TX	77057	101	Y	MB500990	9/18/2001		2/28/2019	1872	2895	1511	0	6278
32051485020	300 MAIN ST, LLC	1533 W ALABAMA ST STE 100	HOUSTON	TX	77006	101	1	BOOMTOWN COFFEE MAIN ST CAFE & BAR	300 MAIN ST	HOUSTON	TX	77002	101	Y	MB853398	10/3/2013	7/24/2020	1/31/2019	5974	611	922	0	7507
32058533301	HOUSTON 506 MAIN CONCEPT, L.L.C.	2450 LOUISIANA ST STE 400-935	HOUSTON	TX	77006	101	1	BOOTS 'N SHOOTS	506 MAIN ST	HOUSTON	TX	77002	101	Y	MB927594	11/20/2015	1/5/2023	8/31/2019	141631	1491	28154	0	171276
32052019083	ASYLUM ENTERTAINMENT, LLC	9668 WESTHEIMER RD STE 200 # 38	HOUSTON	TX	77063	101	1	MARFRELESS	2006 PEDEN ST	HOUSTON	TX	77019	101	Y	MB962437	10/26/2016		1/31/2019	42360	8109	4123	0	54592
32000861685	FOUNTAIN FOODS, INC.	25600 WESTHEIMER PKWY STE 110	KATY	TX	77494	79	2	HARVEST ORGANIC GRILLE	1810 FOUNTAIN VIEW DR	HOUSTON	TX	77057	101	Y	MB817402	8/21/2012	6/1/2019	2/28/2019	0	0	0	0	0
10436439193	EMPORIO BRAZILIAN GRILL, INC	12288 WESTHEIMER RD STE 210A	HOUSTON	TX	77077	101	1	EMPORIO BRAZILIAN CAFE	12288 WESTHEIMER RD STE 210A	HOUSTON	TX	77077	101	Y	MB717411	3/18/2009		4/30/2019	4656	1287	1242	0	7185
32054570687	HAWG INTERESTS INC	498 ELENA LN	HIGHLANDS	TX	77562	101	1	SHY GIRLS SALOON	14303 GARRETT RD	HOUSTON	TX	77044	101	N	MB882264	8/22/2014		10/31/2019	9491	0	12128	0	21619
32049121182	REINS TEXAS INTERNATIONAL, INC.	20000 MARINER AVE STE 500	TORRANCE	CA	90503	0	1	GYU-KAKU RESTAURANT	510 GRAY ST	HOUSTON	TX	77002	101	Y	MB836498	4/4/2013		8/31/2019	15368	9120	12317	0	36805
32044723289	ADJEVA LLC	1623 CRESCENT OAK DR	MISSOURI CITY	TX	77459	79	1	ANOTHER BROKEN EGG CAFE	118 VINTAGE PARK BLVD STE A	HOUSTON	TX	77070	101	Y	MB858296	11/26/2013		6/30/2019	4833	10546	0	0	15379
32055298213	EL TIEMPO RICHMOND, LLC	602 SAWYER ST STE 110	HOUSTON	TX	77007	101	1	EL TIEMPO CANTINA	3130 RICHMOND AVE	HOUSTON	TX	77098	101	Y	MB918842	8/28/2015		10/31/2019	172902	6222	15294	0	194418
32016383674	KIRAN'S RESTAURANT, INC.	138 GLYNN WAY DR	HOUSTON	TX	77056	101	2	KIRAN'S RESTAURANT	2925 RICHMOND AVE STE 160	HOUSTON	TX	77098	101	Y	MB577958	2/1/2017		4/30/2019	18953	39233	2728	0	60914
32063397452	TEJAS HOSPITALITY, LLC	610 ARLINGTON ST	HOUSTON	TX	77007	101	1	LOW BROW BAR AND GRILL	1601 W MAIN ST	HOUSTON	TX	77006	101	Y	MB991186	8/11/2017	1/22/2021	11/30/2019	15080	10612	1904	0	27596
17604997019	D'AMICO ENTERPRISES, INC.	5510 MORNINGSIDE DR STE 140	HOUSTON	TX	77005	101	1	D'AMICOS ITALIAN MARKET CAFE	5510 MORNINGSIDE DR STE 140	HOUSTON	TX	77005	101	Y	MB952027	7/21/2016		8/31/2019	8030	26060	3236	0	37326
32064970695	NEPTUNE CONTRACTORS, LLC	9211 HOUSE LAKE DR	MISSOURI CITY	TX	77459	79	1	SWAGGER 2	9880 BUFFALO SPEEDWAY	HOUSTON	TX	77025	101	Y	MB105704524	4/9/2019		10/31/2019	88232	3709	15716	0	107657
32057289681	TOSTADA REGIA WESTHEIMER, LLC	12315 WESTHEIMER RD STE C	HOUSTON	TX	77077	101	1	TOSTADA REGIA	12315 WESTHEIMER RD STE C	HOUSTON	TX	77077	101	Y	MB962248	10/25/2016		4/30/2019	0	0	5894	0	5894
32053106392	BLUEBOX THEATER, INC.	2918 WENTWORTH ST	HOUSTON	TX	77004	101	1	CLUB L2 HOUSTON	2901 FANNIN ST	HOUSTON	TX	77002	101	Y	MB564853	11/20/2017	4/16/2019	3/31/2019	0	0	0	0	44775
32063142130	MELESIO HERRADURA GRILL INC	19407 EGRET WOOD WAY	CYPRESS	TX	77429	101	1	HERRADURA MEXICAN GRILL	16245 FM 529 RD	HOUSTON	TX	77095	101	Y	MB939371	10/1/2017		8/31/2019	6433	239	2491	0	9163
32043529158	7227 ANTOINE, INC.	7723 ALLEGRO DR	HOUSTON	TX	77040	101	1	7227 ANTOINE, INC.	7227 ANTOINE DR STE 1	HOUSTON	TX	77088	101	Y	MB611849	3/4/2011		10/31/2019	7021	85	4264	0	11370
32046696129	GUDER, LLC	2727 KIRBY DR APT 21E	HOUSTON	TX	77098	101	1	LUCY ETHIOPIAN RESTAURANT & BAR	6800 SOUTHWEST FWY STE D	HOUSTON	TX	77074	101	Y	MB808261	5/24/2012		8/31/2019	4182	5234	2740	0	12156
32058505416	S KARAOKE, INC.	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	1	S KARAOKE	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	Y	MB945400	5/26/2016	11/30/2022	1/31/2019	3600	81	1092	0	4773
32078101253	B & G TREE HOUSE, INC.	901 NASA PKWY	HOUSTON	TX	77058	101	1	TREE HOUSE	901 NASA PKWY	HOUSTON	TX	77058	101	Y	MB227149	12/1/1993		5/31/2019	18504	921	9469	0	28894
32058505416	S KARAOKE, INC.	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	1	S KARAOKE	9504 LONG POINT RD STE J	HOUSTON	TX	77055	101	Y	MB945400	5/26/2016	11/30/2022	11/30/2019	0	0	0	0	0
32051485020	300 MAIN ST, LLC	1533 W ALABAMA ST STE 100	HOUSTON	TX	77006	101	1	BOOMTOWN COFFEE MAIN ST CAFE & BAR	300 MAIN ST	HOUSTON	TX	77002	101	Y	MB853398	10/3/2013	7/24/2020	7/31/2019	5755	1724	783	0	8262
32067865900	DANNY-LEE ENTERTAINMENT, LLC	1011 CORINTH ST	DALLAS	TX	75215	57	1	BAR 9940	9940 FONDREN RD	HOUSTON	TX	77096	101	Y	MB1036470	11/6/2018	1/14/2020	10/31/2019	0	0	0	0	0
32041065668	WILLOWBROOK LODGING GROUP LLC	22790 HIGHWAY 59 N	KINGWOOD	TX	77339	170	1	LAQUINTA INN & SUITES	8383 CYPRESS CREEK PKWY	HOUSTON	TX	77070	101	Y	MB826490	12/10/2012		9/30/2019	287	21	247	0	555
19105150585	NORDSTROM, INC.	PO BOX 2229 C/O SALES & USE TAX	SEATTLE	WA	98111	0	7	NORDSTROM BAZILLE AND HABITANT	5192 HIDALGO ST	HOUSTON	TX	77056	101	Y	MB796500	4/4/2014		11/30/2019	9619	17467	973	0	28059
17602483475	LANDRY'S SEAFOOD INN & OYSTER BAR - GALVESTON, INC	1510 WEST LOOP S	HOUSTON	TX	77027	101	2	GROTTO RISTORANTE	4715 WESTHEIMER RD	HOUSTON	TX	77027	101	Y	MB552812	2/25/2004		8/31/2019	24420	53123	5313	0	82856
17606679375	BRASIL LLC	2604 DUNLAVY ST	HOUSTON	TX	77006	101	1	BRASIL	2604 DUNLAVY ST	HOUSTON	TX	77006	101	Y	MB984166	6/1/2017		8/31/2019	11509	12698	7485	0	31692
32051021346	BREWSKIS NO. 5, LLC	17938 BANDERA RIDGE LN	CYPRESS	TX	77433	101	1	BREWSKIS PUB & PATIO SPORTS BAR & GRILL-BELTWAY	8050 N SAM HOUSTON PKWY W # 500	HOUSTON	TX	77064	101	N	MB857273	11/15/2013	5/30/2024	4/30/2019	22045	426	19588	0	42059
32054228120	S & KW CORPORATION	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	1	NAZARETH CAFE	6617 CHIMNEY ROCK RD	HOUSTON	TX	77081	101	Y	MB501287	8/1/2014		7/31/2019	1042	0	1705	0	2747
32055658705	WE RUN HOU, LLC	1703 SILVER ST	HOUSTON	TX	77007	101	1	ENGINE ROOM	1515 PEASE ST STE 101	HOUSTON	TX	77002	101	Y	MB901299	3/17/2015	3/16/2021	7/31/2019	15863	0	206	0	16069
17606731713	JUST A BAR, INC.	13548 BEECHNUT ST STE 300	HOUSTON	TX	77083	101	5	JUST A BAR	13548 BEECHNUT ST STE 300	HOUSTON	TX	77083	101	N	MB659569	8/23/2007		8/31/2019	13621	315	9051	0	22987
32068959777	RBHJ ENTERTAINMENT LLC	9930 NORTH FWY STE B	HOUSTON	TX	77037	101	1	HOUSTON DOLLS CABARET	313 RANKIN RD STE H	HOUSTON	TX	77073	101	N	MB106132838	4/4/2019		7/31/2019	15215	72	10204	0	25491
19108474867	RED ROBIN INTERNATIONAL, INC.	10000 E GEDDES AVE STE 500	ENGLEWOOD	CO	80112	0	12	RED ROBIN #504	7620 KATY FWY STE 465	HOUSTON	TX	77024	101	Y	MB947173	6/10/2016		5/31/2019	10074	1244	9574	0	20892
32051543133	ROCKET FARM RESTAURANTS, LLC	1175 CHATTAHOOCHEE AVE NW	ATLANTA	GA	30318	0	2	STATE OF GRACE	3256 WESTHEIMER RD	HOUSTON	TX	77098	101	Y	MB877330	8/1/2015		10/31/2019	49190	89526	5648	0	144364
32040783451	MANGUM STEAKHOUSE BEVERAGE INC	PO BOX 571505	HOUSTON	TX	77257	101	1	MANGUM STEAKHOUSE	2425 MANGUM RD	HOUSTON	TX	77092	101	Y	MB741956	2/10/2010		8/31/2019	41667	2454	22398	0	66519
32004534056	CHRISTOS STATHATOS	416 76TH ST	HOUSTON	TX	77012	101	2	DON CARLOS MEXICAN RESTAURANT #2	8385 BROADWAY ST	HOUSTON	TX	77061	101	Y	MB246947	6/22/1994		2/28/2019	12061	134	4997	0	17192
